154.766063011	43.9424167032	-200.1030656	330.434994349	-5387.37964427
154.753734453	43.9580605578	-198.102276362	330.434994349	-5395.11402754
154.741399403	43.9737030861	-196.101482236	330.426437919	-5400.87354309
154.729057853	43.9893442868	-194.100683222	330.417874558	-5405.92746247
154.716709797	44.0049841584	-192.09987932	330.40930426	-5412.79513138
154.704355228	44.0206226996	-190.09907053	330.400727019	-5417.57045207
154.691994141	44.0362599088	-188.098256853	330.392142828	-5410.98300853
154.679626528	44.0518957847	-186.097438289	330.383551683	-5394.34278882
154.667252383	44.0675303258	-184.096614839	330.374953575	-5380.40177823
154.6548717	44.0831635307	-182.095786502	330.3663485	-5367.00132833
154.642484472	44.0987953979	-180.09495328	330.35773645	-5364.20325958
154.630090693	44.114425926	-178.094115172	330.34911742	-5350.01932544
154.617690356	44.1300551136	-176.093272178	330.340491404	-5320.17489745
154.605283455	44.1456829592	-174.0924243	330.331858395	-5282.81362803
154.592869983	44.1613094614	-172.091571536	330.323218386	-5246.76830846
154.580449934	44.1769346188	-170.090713889	330.314571373	-5210.73120283
154.568023301	44.1925584298	-168.089851357	330.305917348	-5187.7469216
154.555590078	44.2081808931	-166.088983942	330.297256305	-5175.40870229
154.543150258	44.2238020072	-164.088111643	330.288588238	-5167.33370442
154.530703835	44.2394217706	-162.087234461	330.279913141	-5161.72198584
154.518250802	44.2550401819	-160.086352397	330.271231007	-5160.73091342
154.505791153	44.2706572396	-158.08546545	330.262541831	-5165.00582413
154.493324881	44.2862729423	-156.084573621	330.253845605	-5179.34599012
154.480851979	44.3018872885	-154.08367691	330.245142324	-5204.11516624
154.468372441	44.3175002767	-152.082775318	330.236431981	-5235.68372492
154.455886261	44.3331119056	-150.081868845	330.22771457	-5261.68849882
154.443393431	44.3487221735	-148.080957491	330.218990084	-5273.13261843
154.430893945	44.3643310791	-146.080041256	330.210258518	-5263.50644598
154.418387797	44.3799386209	-144.079120142	330.201519865	-5242.84251564
154.40587498	44.3955447974	-142.078194148	330.192774118	-5207.22683375
154.393355488	44.4111496072	-140.077263275	330.184021272	-5161.52208106
154.380829313	44.4267530487	-138.076327522	330.175261319	-5114.36080172
154.368296449	44.4423551204	-136.075386891	330.166494254	-5072.06298764
154.35575689	44.457955821	-134.074441382	330.15772007	-5037.01304247
154.343210629	44.473555149	-132.073490995	330.14893876	-5013.49745619
154.330657659	44.4891531028	-130.072535731	330.140150319	-5004.78723456
154.318097973	44.5047496809	-128.071575589	330.131354741	-5009.08807186
154.305531565	44.5203448819	-126.07061057	330.122552017	-5021.05919467
154.292958429	44.5359387043	-124.069640675	330.113742143	-5034.80819877
